"TransMontaigne Partners L.P. Tr",37.97,37.70,N/A,N/A,38.82,38.65,-1.05,"-1.05 - -2.70%",N/A,N/A,"-2.70%",N/A,N/A,37.51,38.65,N/A,"8:00pm - <b>37.77</b>",37.77,42.33,N/A,N/A,N/A,"37.51 - 38.65",N/A,43.00,20.26,17.51,-5.23,+86.43%,-12.16%,"20.26 - 43.00",73059,400,200,3896,74134,1.77,2.07,2.39,0.50,20.28,63.37M,4.20,1.91,21.34,N/A,6.25,18.25,15.80,1.32,6.90,2.68,"2/8/2016","1/27/2016","4/15/2016",N/A,"8:00pm",7.50,+24.78%,1.13,+3.07%,36.64,30.27,N/A,N/A,N/A,N/A,N/A,73059,609.00M,N/A,11391000,N/A,"TLP",N/A,"NYQ",16124000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,149.15M
"Transocean Ltd (Switzerland) Co",9.72,9.68,N/A,N/A,9.26,9.06,+0.46,"+0.46 - +4.97%",N/A,N/A,"+4.97%",N/A,N/A,9.01,9.87,N/A,"8:00pm - <b>9.72</b>",9.72,8.23,N/A,N/A,N/A,"9.01 - 9.87",N/A,21.90,7.67,2.05,-12.18,+26.73%,-55.62%,"7.67 - 21.90",25996624,1000,100,351412,17536400,2.16,0.26,-0.66,0.05,39.83,3.00B,0.48,0.23,4.50,N/A,-0.48,37.38,N/A,5.57,0.00,0.00,"9/23/2015","8/21/2015","4/15/2016",N/A,"8:00pm",-2.26,-18.89%,-0.21,-2.11%,9.93,11.98,N/A,N/A,N/A,N/A,N/A,25996624,3.54B,N/A,342540000,N/A,"RIG",N/A,"NYQ",364113000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.95B
"Transocean Partners LLC Common ",9.94,9.60,N/A,N/A,10.06,10.02,-0.14,"-0.14 - -1.39%",N/A,N/A,"-1.39%",N/A,N/A,9.90,10.34,N/A,"8:00pm - <b>9.92</b>",9.92,10.25,N/A,N/A,N/A,"9.90 - 10.34",N/A,16.10,5.89,4.03,-6.18,+68.42%,-38.39%,"5.89 - 16.10",74738,300,100,906,174442,-1.03,1.78,1.28,0.47,18.32,296.00M,1.23,0.55,N/A,N/A,0.18,5.57,7.75,1.23,14.41,1.45,"2/25/2016","2/18/2016","4/15/2016",N/A,"8:00pm",0.56,+5.99%,0.93,+10.32%,8.99,9.36,N/A,N/A,N/A,N/A,N/A,74738,683.23M,N/A,47609000,N/A,"RIGP",N/A,"NYQ",68874000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,564.00M
"Transportadora de Gas del Sur S",6.60,6.58,N/A,N/A,6.68,6.64,-0.10,"-0.10 - -1.50%",N/A,N/A,"-1.50%",N/A,N/A,6.50,6.67,N/A,"8:00pm - <b>6.58</b>",6.58,7.90,N/A,N/A,N/A,"6.50 - 6.67",N/A,7.24,3.47,3.11,-0.66,+89.63%,-9.12%,"3.47 - 7.24",91749,4700,700,1800,85973,0.00,-0.04,0.39,0.04,0.81,70.95M,3.87,8.30,1316.00,N/A,0.00,N/A,16.87,0.67,0.64,0.04,"2/19/2016","1/21/2016","4/15/2016",N/A,"8:00pm",0.78,+13.35%,0.36,+5.77%,6.22,5.80,N/A,N/A,N/A,N/A,N/A,91749,1.05B,N/A,74646000,N/A,"TGS",N/A,"NYQ",158899000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,273.99M
"TransUnion Common Stock",28.00,25.20,N/A,N/A,27.49,27.63,+0.13,"+0.13 - +0.47%",N/A,N/A,"+0.47%",N/A,N/A,27.37,27.68,N/A,"8:00pm - <b>27.62</b>",27.62,29.40,N/A,N/A,N/A,"27.37 - 27.68",N/A,28.11,20.43,7.19,-0.49,+35.19%,-1.74%,"20.43 - 28.11",160111,200,100,10423,759169,0.04,1.26,1.40,0.32,6.76,475.40M,3.33,4.07,767.22,N/A,1.83,21.92,19.73,0.67,0.00,0.00,N/A,N/A,"4/15/2016",N/A,"8:00pm",1.95,+7.60%,0.97,+3.66%,26.65,25.67,N/A,N/A,N/A,N/A,N/A,160111,5.04B,N/A,107586000,N/A,"TRU",N/A,"NYQ",182384000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.51B
"TravelCenters of America LLC Co",6.75,6.74,N/A,N/A,6.75,6.77,+0.00,"+0.00 - +0.00%",N/A,N/A,"+0.00%",N/A,N/A,6.71,6.90,N/A,"8:00pm - <b>6.75</b>",6.75,12.20,N/A,N/A,N/A,"6.71 - 6.90",N/A,18.10,6.41,0.34,-11.35,+5.30%,-62.71%,"6.41 - 18.10",333344,1000,2100,7593,369460,1.66,0.49,0.90,0.24,14.35,202.23M,0.04,0.47,4.05,N/A,0.92,13.78,7.50,1.15,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-2.15,-24.14%,-0.82,-10.86%,7.57,8.90,N/A,N/A,N/A,N/A,N/A,333344,259.18M,N/A,35167000,N/A,"TA",N/A,"NYQ",38397000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.23B
"TravelCenters of America LLC 8.",25.09,25.01,N/A,N/A,25.00,25.04,+0.09,"+0.09 - +0.36%",N/A,N/A,"+0.36%",N/A,N/A,25.00,25.10,N/A,"8:00pm - <b>25.09</b>",25.09,N/A,N/A,N/A,N/A,"25.00 - 25.10",N/A,26.15,22.50,2.59,-1.06,+11.51%,-4.05%,"22.50 - 26.15",5704,200,400,367,15908,1.66,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,"4/15/2016","12/29/2014","4/15/2016",N/A,"8:00pm",0.27,+1.10%,0.15,+0.60%,24.94,24.82,N/A,N/A,N/A,N/A,N/A,5704,N/A,N/A,N/A,N/A,"TANN",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TravelCenters of America LLC 8.",24.44,24.31,N/A,N/A,24.33,24.25,-0.03,"-0.03 - -0.12%",N/A,N/A,"-0.12%",N/A,N/A,24.20,24.33,N/A,"8:00pm - <b>24.30</b>",24.30,N/A,N/A,N/A,N/A,"24.20 - 24.33",N/A,27.20,21.16,3.14,-2.90,+14.84%,-10.66%,"21.16 - 27.20",28819,300,200,200,16416,1.66,N/A,N/A,0.00,14.35,202.23M,0.15,1.70,14.59,N/A,0.00,N/A,N/A,0.00,N/A,N/A,"2/28/2016",N/A,"4/15/2016",N/A,"8:00pm",-0.21,-0.87%,-0.13,-0.54%,24.43,24.51,N/A,N/A,N/A,N/A,N/A,28819,933.05M,N/A,35167000,N/A,"TANO",N/A,"NYQ",38397000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.23B
"TravelCenters of America LLC 8.",24.05,23.30,N/A,N/A,24.08,24.08,-0.04,"-0.04 - -0.17%",N/A,N/A,"-0.17%",N/A,N/A,23.95,24.10,N/A,"8:00pm - <b>24.04</b>",24.04,N/A,N/A,N/A,N/A,"23.95 - 24.10",N/A,25.44,20.76,3.28,-1.40,+15.80%,-5.50%,"20.76 - 25.44",11220,2800,800,100,10689,N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,"4/15/2016",N/A,"4/15/2016",N/A,"8:00pm",-0.31,-1.28%,-0.38,-1.54%,24.42,24.35,N/A,N/A,N/A,N/A,N/A,11220,N/A,N/A,N/A,N/A,"TANP",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Travelport Worldwide Limited Co",14.49,14.48,N/A,N/A,14.59,14.57,-0.10,"-0.10 - -0.69%",N/A,N/A,"-0.69%",N/A,N/A,14.35,14.63,N/A,"8:00pm - <b>14.49</b>",14.49,17.45,N/A,N/A,N/A,"14.35 - 14.63",N/A,17.18,8.50,5.99,-2.69,+70.47%,-15.66%,"8.50 - 17.18",510523,2900,5900,32016,1242400,0.13,1.17,1.38,0.31,-2.89,393.00M,0.81,N/A,111.46,N/A,0.78,12.38,10.50,2.41,2.06,0.30,"3/17/2016","3/1/2016","4/15/2016",N/A,"8:00pm",1.53,+11.79%,0.88,+6.47%,13.61,12.96,N/A,N/A,N/A,N/A,N/A,510523,1.79B,N/A,96774000,N/A,"TVPT",N/A,"NYQ",123719000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.22B
"TRC Companies, Inc. Common Stoc",8.29,8.24,N/A,N/A,8.19,8.19,+0.08,"+0.08 - +0.98%",N/A,N/A,"+0.98%",N/A,N/A,8.04,8.57,N/A,"8:00pm - <b>8.27</b>",8.27,0.00,N/A,N/A,N/A,"8.04 - 8.57",N/A,12.30,5.96,2.31,-4.03,+38.76%,-32.76%,"5.96 - 12.30",55401,400,500,3348,44131,0.65,0.32,0.49,0.00,5.10,43.80M,0.59,1.61,12.76,N/A,0.00,N/A,N/A,10.00,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-0.72,-7.97%,1.16,+16.28%,7.11,8.99,N/A,N/A,N/A,N/A,N/A,55401,256.67M,N/A,23994000,N/A,"TRR",N/A,"NYQ",31036000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430.02M
"Trecora Resources Common Stock",10.90,10.87,N/A,N/A,10.95,10.90,-0.08,"-0.08 - -0.73%",N/A,N/A,"-0.73%",N/A,N/A,10.77,11.16,N/A,"8:00pm - <b>10.87</b>",10.87,17.67,N/A,N/A,N/A,"10.77 - 11.16",N/A,16.50,8.17,2.70,-5.63,+33.05%,-34.12%,"8.17 - 16.50",27019,700,700,2830,52334,0.78,0.81,1.18,0.19,5.83,44.99M,1.05,1.88,13.92,N/A,0.00,13.42,9.21,12.33,0.00,0.00,N/A,N/A,"4/15/2016",N/A,"8:00pm",-0.90,-7.61%,1.04,+10.59%,9.83,11.77,N/A,N/A,N/A,N/A,N/A,27019,265.86M,N/A,19548000,N/A,"TREC",N/A,"NYQ",24458000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,255.50M
"Tredegar Corporation Common Sto",18.95,13.42,N/A,N/A,15.79,15.72,+0.39,"+0.39 - +2.47%",N/A,N/A,"+2.47%",N/A,N/A,15.67,16.29,N/A,"8:00pm - <b>16.18</b>",16.18,16.00,N/A,N/A,N/A,"15.67 - 16.29",N/A,24.13,11.37,4.81,-7.95,+42.30%,-32.95%,"11.37 - 24.13",57540,100,100,4530,64371,-0.99,0.72,0.86,0.18,8.36,63.59M,0.59,1.89,N/A,N/A,1.00,22.47,18.81,6.96,2.79,0.44,"4/1/2016","3/16/2016","4/15/2016",N/A,"8:00pm",1.90,+13.33%,0.79,+5.12%,15.39,14.28,N/A,N/A,N/A,N/A,N/A,57540,527.68M,N/A,25021000,N/A,"TG",N/A,"NYQ",32613000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,876.06M
"Treehouse Foods, Inc. Common St",93.59,84.47,N/A,N/A,87.80,87.80,+1.31,"+1.31 - +1.49%",N/A,N/A,"+1.49%",N/A,N/A,87.58,89.13,N/A,"8:00pm - <b>89.11</b>",89.11,96.92,N/A,N/A,N/A,"87.58 - 89.13",N/A,90.31,66.30,22.81,-1.20,+34.40%,-1.33%,"66.30 - 90.31",330256,100,100,39208,950795,2.63,3.04,4.11,0.61,43.01,377.88M,1.54,2.04,33.88,N/A,2.38,29.31,21.68,7.51,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",6.95,+8.46%,3.12,+3.63%,85.99,82.16,N/A,N/A,N/A,N/A,N/A,330256,5.03B,N/A,55153000,N/A,"THS",N/A,"NYQ",56395000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.21B
"Tremor Video, Inc. Common Stock",3.00,1.96,N/A,N/A,1.95,1.96,-0.01,"-0.01 - -0.51%",N/A,N/A,"-0.51%",N/A,N/A,1.94,2.00,N/A,"8:00pm - <b>1.94</b>",1.94,4.44,N/A,N/A,N/A,"1.94 - 2.00",N/A,3.28,1.29,0.65,-1.34,+50.39%,-40.85%,"1.29 - 3.28",114634,300,400,2718,86221,-0.90,-0.15,0.06,-0.06,1.98,-14.87M,0.57,0.99,N/A,N/A,-0.72,N/A,32.33,3.70,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",0.06,+3.11%,0.13,+7.27%,1.81,1.88,N/A,N/A,N/A,N/A,N/A,114634,101.10M,N/A,23213000,N/A,"TRMR",N/A,"NYQ",52112000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,177.83M
"Trex Company, Inc. Common Stock",53.20,49.06,N/A,N/A,50.46,50.28,-1.39,"-1.39 - -2.75%",N/A,N/A,"-2.75%",N/A,N/A,48.96,50.55,N/A,"8:00pm - <b>49.07</b>",49.07,49.29,N/A,N/A,N/A,"48.96 - 50.55",N/A,55.99,31.11,17.96,-6.92,+57.73%,-12.36%,"31.11 - 55.99",296584,100,500,17566,496481,1.52,2.04,2.38,0.71,3.78,92.29M,3.53,13.34,32.28,N/A,0.99,24.05,20.62,9.02,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",8.91,+22.19%,3.13,+6.82%,45.94,40.16,N/A,N/A,N/A,N/A,N/A,296584,1.51B,N/A,30334000,N/A,"TREX",N/A,"NYQ",30796000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,440.80M
"Tri Continental Corporation Com",20.86,18.37,N/A,N/A,20.20,20.21,-0.04,"-0.04 - -0.20%",N/A,N/A,"-0.20%",N/A,N/A,20.16,20.25,N/A,"8:00pm - <b>20.16</b>",20.16,N/A,N/A,N/A,N/A,"20.16 - 20.25",N/A,22.13,17.38,2.78,-1.97,+16.00%,-8.90%,"17.38 - 22.13",33091,300,100,202,67092,1.23,nan,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,4.20,0.80,"3/22/2016","3/10/2016","4/15/2016",N/A,"8:00pm",0.56,+2.85%,0.50,+2.55%,19.66,19.60,N/A,N/A,N/A,N/A,N/A,33091,N/A,N/A,N/A,N/A,"TY",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"TY^",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TRI Pointe Group, Inc. Common S",12.42,12.41,N/A,N/A,12.32,12.29,+0.10,"+0.10 - +0.81%",N/A,N/A,"+0.81%",N/A,N/A,12.24,12.47,N/A,"8:00pm - <b>12.42</b>",12.42,15.06,N/A,N/A,N/A,"12.24 - 12.47",N/A,16.15,8.83,3.59,-3.73,+40.66%,-23.10%,"8.83 - 16.15",1026216,4400,10800,72428,1850590,1.27,1.22,1.36,0.26,10.29,329.42M,0.83,1.20,9.78,N/A,0.29,10.18,9.13,6.64,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",0.41,+3.40%,1.04,+9.16%,11.38,12.01,N/A,N/A,N/A,N/A,N/A,1026216,2.01B,N/A,145797000,N/A,"TPH",N/A,"NYQ",161813000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.40B
"Triangle Capital Corporation Co",20.59,20.01,N/A,N/A,20.69,20.58,-0.13,"-0.13 - -0.63%",N/A,N/A,"-0.63%",N/A,N/A,20.31,20.64,N/A,"8:00pm - <b>20.56</b>",20.56,22.45,N/A,N/A,N/A,"20.31 - 20.64",N/A,24.71,14.91,5.65,-4.15,+37.89%,-16.79%,"14.91 - 24.71",59746,500,100,1636,127910,1.44,2.13,2.35,0.57,15.23,98.44M,5.72,1.36,14.28,N/A,1.94,9.65,8.75,3.64,10.44,2.16,"3/23/2016","3/7/2016","4/15/2016",N/A,"8:00pm",1.84,+9.83%,0.89,+4.54%,19.67,18.72,N/A,N/A,N/A,N/A,N/A,59746,689.44M,N/A,32189000,N/A,"TCAP",N/A,"NYQ",33533000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,121.29M
"Triangle Capital Corporation 6.",25.24,23.85,N/A,N/A,25.30,25.32,-0.15,"-0.15 - -0.59%",N/A,N/A,"-0.59%",N/A,N/A,25.07,25.32,N/A,"8:00pm - <b>25.15</b>",25.15,N/A,N/A,N/A,N/A,"25.07 - 25.32",N/A,25.71,22.57,2.58,-0.56,+11.43%,-2.18%,"22.57 - 25.71",3611,400,200,600,8185,N/A,N/A,N/A,0.00,0.00,0.00,N/A,N/A,N/A,N/A,0.00,N/A,N/A,0.00,N/A,N/A,"6/15/2016","2/25/2015","4/15/2016",N/A,"8:00pm",0.25,+1.00%,0.27,+1.07%,24.88,24.90,N/A,N/A,N/A,N/A,N/A,3611,70.42M,N/A,N/A,N/A,"TCCA",N/A,"NYQ",2800000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Triangle Capital Corporation 6.",25.2900,23.2400,N/A,N/A,25.2501,25.1000,-0.0013,"-0.0013 - -0.0051%",N/A,N/A,"-0.0051%",N/A,N/A,25.1000,25.2510,N/A,"8:00pm - <b>25.2488</b>",25.2488,N/A,N/A,N/A,N/A,"25.1000 - 25.2510",N/A,26.2400,23.0000,2.2488,-0.9912,+9.7774%,-3.7774%,"23.0000 - 26.2400",3959,400,100,890,5340,0.9530,N/A,N/A,0.0000,16.1100,83.24M,8.0187,1.5674,26.4940,N/A,0.0000,N/A,N/A,0.0000,N/A,N/A,"3/15/2016","2/26/2016","4/15/2016",N/A,"8:00pm",0.0772,+0.3067%,0.2140,+0.8548%,25.0348,25.1716,N/A,N/A,N/A,N/A,N/A,3959,838.01M,N/A,31903000,N/A,"TCCB",N/A,"NYQ",33190000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104.51M
"Tribune Media Company Class A C",42.67,35.96,N/A,N/A,38.88,38.80,+0.43,"+0.43 - +1.11%",N/A,N/A,"+1.11%",N/A,N/A,38.60,39.41,N/A,"8:00pm - <b>39.31</b>",39.31,46.43,N/A,N/A,N/A,"38.60 - 39.41",N/A,58.40,26.10,13.21,-19.09,+50.61%,-32.69%,"26.10 - 58.40",232267,100,100,26586,641294,-3.38,2.45,2.00,0.43,41.43,376.85M,1.79,0.94,N/A,N/A,5.35,16.04,19.66,3.62,2.57,1.00,"3/24/2016","3/8/2016","4/15/2016",N/A,"8:00pm",3.49,+9.74%,1.30,+3.43%,38.01,35.82,N/A,N/A,N/A,N/A,N/A,232267,3.63B,N/A,71660000,N/A,"TRCO",N/A,"NYQ",92350000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.01B
"Tribune Publishing Company Comm",8.74,6.19,N/A,N/A,7.37,7.34,+0.09,"+0.09 - +1.22%",N/A,N/A,"+1.22%",N/A,N/A,7.21,7.50,N/A,"8:00pm - <b>7.46</b>",7.46,13.50,N/A,N/A,N/A,"7.21 - 7.50",N/A,19.88,5.45,2.01,-12.42,+36.88%,-62.47%,"5.45 - 19.88",89725,100,100,7882,188327,0.50,1.09,0.82,0.62,0.04,106.84M,0.12,175.48,15.04,N/A,0.00,6.84,9.10,4.78,0.00,0.00,"2/11/2016","1/7/2016","4/15/2016",N/A,"8:00pm",-1.15,-13.40%,-0.57,-7.05%,8.03,8.61,N/A,N/A,N/A,N/A,N/A,89725,195.69M,N/A,14504000,N/A,"TPUB",N/A,"NYQ",26232000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.67B
"Trina Solar Limited Sponsored A",9.74,9.73,N/A,N/A,9.79,9.75,-0.05,"-0.05 - -0.51%",N/A,N/A,"-0.51%",N/A,N/A,9.71,9.80,N/A,"8:00pm - <b>9.74</b>",9.74,13.37,N/A,N/A,N/A,"9.71 - 9.80",N/A,13.33,7.15,2.59,-3.59,+36.22%,-26.93%,"7.15 - 13.33",811046,6700,9400,66887,1220460,0.54,1.42,1.66,0.32,11.95,269.18M,0.30,0.82,18.10,N/A,0.59,6.86,5.87,4.33,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-0.33,-3.26%,-0.46,-4.53%,10.20,10.07,N/A,N/A,N/A,N/A,N/A,811046,824.61M,N/A,79598000,N/A,"TSL",N/A,"NYQ",84662000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.78B
"TriNet Group, Inc. Common Stock",15.57,15.56,N/A,N/A,15.87,15.84,-0.30,"-0.30 - -1.89%",N/A,N/A,"-1.89%",N/A,N/A,15.53,15.84,N/A,"8:00pm - <b>15.57</b>",15.57,19.17,N/A,N/A,N/A,"15.53 - 15.84",N/A,36.96,11.10,4.47,-21.39,+40.27%,-57.87%,"11.10 - 36.96",291479,10100,6700,30080,747674,0.44,1.16,1.37,0.26,0.12,131.13M,0.42,138.00,35.39,N/A,0.68,13.42,11.36,2.36,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",-0.95,-5.74%,1.52,+10.81%,14.05,16.52,N/A,N/A,N/A,N/A,N/A,291479,1.10B,N/A,34919000,N/A,"TNET",N/A,"NYQ",70371000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.66B
"Trinity Industries, Inc. Common",20.00,19.20,N/A,N/A,19.67,19.53,-0.03,"-0.03 - -0.15%",N/A,N/A,"-0.15%",N/A,N/A,19.17,19.73,N/A,"8:00pm - <b>19.64</b>",19.64,19.00,N/A,N/A,N/A,"19.17 - 19.73",N/A,36.82,14.94,4.70,-17.18,+31.46%,-46.66%,"14.94 - 36.82",1978608,200,600,88241,2694960,5.08,2.26,1.68,0.64,23.91,1.53B,0.47,0.82,3.87,N/A,0.87,8.69,11.69,6.53,2.24,0.44,"4/29/2016","4/13/2016","4/15/2016",N/A,"8:00pm",-2.76,-12.31%,1.40,+7.67%,18.24,22.40,N/A,N/A,N/A,N/A,N/A,1978608,3.00B,N/A,150661000,N/A,"TRN",N/A,"NYQ",152858000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.39B
"Trinseo S.A. Ordinary Shares",44.33,39.78,N/A,N/A,39.80,39.87,+1.05,"+1.05 - +2.64%",N/A,N/A,"+2.64%",N/A,N/A,39.80,41.26,N/A,"8:00pm - <b>40.85</b>",40.85,41.14,N/A,N/A,N/A,"39.80 - 41.26",N/A,41.26,21.72,19.13,-0.41,+88.08%,-0.99%,"21.72 - 41.26",450789,100,300,11749,462479,1.24,5.39,5.52,1.45,7.08,243.39M,0.46,5.62,32.94,N/A,0.68,7.58,7.40,3.89,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",11.33,+38.38%,5.12,+14.34%,35.73,29.52,N/A,N/A,N/A,N/A,N/A,450789,1.99B,N/A,11098000,N/A,"TSE",N/A,"NYQ",48777000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.20B
"TriplePoint Venture Growth BDC ",10.34,10.31,N/A,N/A,10.24,10.32,+0.08,"+0.08 - +0.78%",N/A,N/A,"+0.78%",N/A,N/A,10.16,10.45,N/A,"8:00pm - <b>10.32</b>",10.32,18.00,N/A,N/A,N/A,"10.16 - 10.45",N/A,14.49,8.83,1.49,-4.17,+16.87%,-28.78%,"8.83 - 14.49",37803,200,200,2560,59703,N/A,1.42,1.66,0.40,0.00,0.00,N/A,N/A,N/A,N/A,0.72,7.27,6.22,0.00,13.14,1.44,"4/15/2016","3/29/2016","4/15/2016",N/A,"8:00pm",-0.49,-4.53%,-0.02,-0.16%,10.34,10.81,N/A,N/A,N/A,N/A,N/A,37803,N/A,N/A,N/A,N/A,"TPVG",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"TriplePoint Venture Growth BDC ",25.1400,24.9000,N/A,N/A,24.8500,24.8500,-0.0485,"-0.0485 - -0.1952%",N/A,N/A,"-0.1952%",N/A,N/A,24.8010,25.0500,N/A,"8:00pm - <b>24.8015</b>",24.8015,N/A,N/A,N/A,N/A,"24.8010 - 25.0500",N/A,25.6600,22.9510,1.8505,-0.8585,+8.0628%,-3.3457%,"22.9510 - 25.6600",2030,300,100,800,4031,N/A,N/A,N/A,0.0000,0.0000,0.00,N/A,N/A,N/A,N/A,0.0000,N/A,N/A,0.0000,N/A,N/A,"4/15/2016",N/A,"4/15/2016",N/A,"8:00pm",-0.1217,-0.4883%,-0.0157,-0.0633%,24.8172,24.9232,N/A,N/A,N/A,N/A,N/A,2030,N/A,N/A,N/A,N/A,"TPVZ",N/A,"NYQ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Triple-S Management Corporation",25.18,25.17,N/A,N/A,25.14,25.17,+0.05,"+0.05 - +0.20%",N/A,N/A,"+0.20%",N/A,N/A,24.98,25.31,N/A,"8:00pm - <b>25.19</b>",25.19,22.00,N/A,N/A,N/A,"24.98 - 25.31",N/A,27.23,17.34,7.85,-2.04,+45.27%,-7.49%,"17.34 - 27.23",90049,400,300,17426,153932,2.02,1.51,1.73,0.37,34.16,81.70M,0.22,0.74,12.47,N/A,1.67,16.68,14.56,11.50,N/A,N/A,N/A,N/A,"4/15/2016",N/A,"8:00pm",1.85,+7.94%,-0.20,-0.78%,25.39,23.34,N/A,N/A,N/A,N/A,N/A,90049,625.97M,N/A,23156000,N/A,"GTS",N/A,"NYQ",24850000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.90B
"Triumph Group, Inc. Common Stoc",35.75,35.74,N/A,N/A,35.25,35.10,+0.48,"+0.48 - +1.36%",N/A,N/A,"+1.36%",N/A,N/A,35.03,35.95,N/A,"8:00pm - <b>35.73</b>",35.73,37.75,N/A,N/A,N/A,"35.03 - 35.95",N/A,70.68,22.94,12.79,-34.95,+55.75%,-49.45%,"22.94 - 70.68",582095,900,500,42655,950547,2.39,5.50,5.46,1.26,43.95,517.09M,0.44,0.80,14.97,N/A,2.35,6.50,6.54,6.83,0.45,0.16,"3/15/2016","2/26/2016","4/15/2016",N/A,"8:00pm",0.37,+1.05%,4.18,+13.25%,31.55,35.36,N/A,N/A,N/A,N/A,N/A,582095,1.76B,N/A,45275000,N/A,"TGI",N/A,"NYQ",49328000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.91B
"Tronox Limited Ordinary Shares ",7.82,6.46,N/A,N/A,6.66,6.60,+0.02,"+0.02 - +0.30%",N/A,N/A,"+0.30%",N/A,N/A,6.35,6.80,N/A,"8:00pm - <b>6.68</b>",6.68,13.94,N/A,N/A,N/A,"6.35 - 6.80",N/A,21.95,2.79,3.89,-15.27,+139.43%,-69.57%,"2.79 - 21.95",688731,400,300,38017,1206990,-2.75,-0.53,-0.47,-0.30,8.63,226.00M,0.36,0.77,N/A,N/A,0.00,N/A,N/A,7.50,15.02,1.00,"3/17/2016","3/2/2016","4/15/2016",N/A,"8:00pm",1.58,+30.98%,0.64,+10.59%,6.04,5.10,N/A,N/A,N/A,N/A,N/A,688731,772.72M,N/A,55385000,N/A,"TROX",N/A,"NYQ",115676000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.11B
